SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Condo/Co-op,,Miami,FL,33173,165000,1,1.0,,801,,1969,26,206,304,Pending,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33173/home/43355190,MARMLS,A11151112,N,Y,25.6896309,-80.3711716
PAST SALE,March-1-1987,Single Family Residential,9229 SW 114th St,Miami,FL,33176,1999999,5,4.5,Kendall,3753,54450,1989,27,533,,Pending,,,https://www.redfin.com/FL/Miami/9229-SW-114th-St-33176/home/43155582,MARMLS,A11151605,N,Y,25.6643246,-80.3437213
MLS Listing,,Single Family Residential,9749 SW 111th Ter,Miami,FL,33176,1450000,6,3.5,WEITZER KILLIAN PLACE,4246,22067,1990,27,341,58,Contingent,,,https://www.redfin.com/FL/Miami/9749-SW-111th-Ter-33176/home/43155559,MARMLS,A11151733,N,Y,25.6665562,-80.3525099
MLS Listing,,Condo/Co-op,11283 SW 88th St Unit L203,Miami,FL,33176,207000,1,1.0,PINE GROVE CONDO,736,,1969,28,281,244,Contingent,,,https://www.redfin.com/FL/Miami/11283-N-Kendall-Dr-33176/unit-L203/home/43094579,MARMLS,A11151451,N,Y,25.68845,-80.374911
MLS Listing,,Single Family Residential,11300 SW 107th Ave,Miami,FL,33176,700000,3,3.0,KENDALL ESTATES,1664,16640,1958,28,421,,Active,,,https://www.redfin.com/FL/Miami/11300-SW-107th-Ave-33176/home/43153854,MARMLS,A11151238,N,Y,25.6640005,-80.3678224
MLS Listing,,Condo/Co-op,11275 SW 88th St Unit K203,Miami,FL,33176,200000,1,1.0,PINE GROVE CONDO,736,,1969,29,272,244,Active,,,https://www.redfin.com/FL/Miami/11275-N-Kendall-Dr-33176/unit-K203/home/43093455,MARMLS,A11150988,N,Y,25.68845,-80.374911
PAST SALE,June-6-2018,Single Family Residential,12825 SW 103rd Ct,Miami,FL,33176,1100000,4,2.5,ANDES SUB,2966,15307,1978,29,371,,Pending,,,https://www.redfin.com/FL/Miami/12825-SW-103rd-Ct-33176/home/43464466,MARMLS,A11148788,N,Y,25.6498215,-80.3611235
PAST SALE,,Condo/Co-op,7737 N Kendall Dr #312,Miami,FL,33156,230000,2,1.0,PARADISE AT DADELAND COND,980,,1965,29,235,243,Pending,,,https://www.redfin.com/FL/Miami/7737-N-Kendall-Dr-33156/unit-312/home/177941594,MARMLS,A11143843,N,Y,25.689406,-80.318778
MLS Listing,,Townhouse,7100 SW 112th Pl #7100,Miami,FL,33173,360000,3,2.0,SNAPPER CREEK TOWNHOUSES,1378,,1972,29,261,143,Contingent,,,https://www.redfin.com/FL/Miami/7100-SW-112th-Pl-33173/unit-7100/home/171734738,MARMLS,A11149677,N,Y,25.7016964,-80.3753742
PAST SALE,,Condo/Co-op,7350 SW 89th St Unit 1506S,Miami,FL,33156,399000,2,2.0,TOSCANO CONDO,1286,,2007,31,310,864,Pending,,,https://www.redfin.com/FL/Miami/7350-SW-89th-St-33156/unit-1506S/home/43382507,MARMLS,A11150443,N,Y,25.687519,-80.314608
MLS Listing,,Single Family Residential,11730 SW 112th Avenue Rd,Miami,FL,33176,750000,3,2.0,KILLIAN PINES 1ST ADDN,1643,7500,1976,31,456,,Active,,,https://www.redfin.com/FL/Miami/11730-SW-112th-Avenue-Rd-33176/home/43151034,MARMLS,A11150355,N,Y,25.6592418,-80.3778915
MLS Listing,,Condo/Co-op,10801 SW 109th Ct Unit D412,Miami,FL,33176,250000,3,2.5,THE TERRACES CONDO PH II,1190,,1971,32,210,395,Contingent,,,https://www.redfin.com/FL/Miami/10801-SW-109th-Ct-33176/unit-D412/home/43158906,MARMLS,A11150232,N,Y,25.6699996,-80.3713021
PAST SALE,April-1-1972,Single Family Residential,8900 SW 79th Ave,Miami,FL,33156,630000,3,2.0,Pool N Patio Estates,1671,11000,1962,32,377,,Pending,,,https://www.redfin.com/FL/Miami/8900-SW-79th-Ave-33156/home/43146011,Beaches MLS,F10315438,N,Y,25.6874571,-80.323639
PAST SALE,March-23-2012,Condo/Co-op,8475 SW 94th St Unit 105E,Miami,FL,33156,187000,2,1.0,GALLOWOOD CONDO,866,,1968,32,216,102,Pending,,,https://www.redfin.com/FL/Miami/8475-SW-94th-St-33156/unit-105E/home/43438554,MARMLS,A11150045,N,Y,25.6831147,-80.3330171
MLS Listing,,Single Family Residential,11280 SW 131st St,Miami,FL,33176,935000,5,3.0,PINE SHORE SEC 3,2260,19374,1977,32,414,,Active,,,https://www.redfin.com/FL/Miami/11280-SW-131-St-33176/home/43159843,MARMLS,A11146467,N,Y,25.6466848,-80.3770216
PAST SALE,,Condo/Co-op,9066 SW 73rd Ct #605,Miami,FL,33156,245000,1,1.0,METROPOLIS II AT DADELAND,890,,2006,32,275,675,Pending,,,https://www.redfin.com/FL/Miami/9066-SW-73rd-Ct-33156/unit-605/home/43364594,MARMLS,A11149846,N,Y,25.686541,-80.3145938
MLS Listing,,Single Family Residential,9555 SW 93rd St,Miami,FL,33176,2800000,5,4.0,Unincorporated Dade,4424,17555,2019,33,633,,Active,,,https://www.redfin.com/FL/Miami/9555-SW-93rd-St-33176/home/168190841,Beaches MLS,RX-10771358,N,Y,25.6830606,-80.3505201
PAST SALE,June-23-2015,Townhouse,9312 SW 132nd St Unit -,Miami,FL,33176,399900,2,2.0,BRIAR BAY TOWNHOUSE ESTAT,972,,1980,33,411,,Pending,,,https://www.redfin.com/FL/Miami/9312-SW-132nd-St-33176/home/43432874,MARMLS,A11149769,N,Y,25.6465719,-80.3449178
PAST SALE,January-21-2022,Condo/Co-op,11491 SW 109th Rd Unit 15B,Miami,FL,33176,325000,2,1.5,GREENGLADES CONDO 2,1400,,1975,33,232,163,Pending,,,https://www.redfin.com/FL/Miami/11491-SW-109th-Rd-33176/unit-15B/home/43152092,MARMLS,A11149094,N,Y,25.6687748,-80.3815012
PAST SALE,January-14-2019,Condo/Co-op,10641 SW 108th Ave Unit 2E,Miami,FL,33176,220000,2,2.0,THE PRADO CONDO,911,,1975,33,241,269,Pending,,,https://www.redfin.com/FL/Miami/10641-SW-108th-Ave-33176/unit-2E/home/43152404,MARMLS,A11149372,N,Y,25.6700078,-80.3693817
PAST SALE,January-31-2019,Condo/Co-op,10500 SW 108th Ave Unit B205,Miami,FL,33176,220000,2,2.0,THE TERRACES CONDO PH II,900,,1971,33,244,302,Pending,,,https://www.redfin.com/FL/Miami/10500-SW-108th-Ave-33176/unit-B205/home/43158757,MARMLS,A11149355,N,Y,25.6710664,-80.3701277
PAST SALE,June-4-1994,Single Family Residential,12773 SW 114th Ct,Miami,FL,33176,725000,4,2.0,PINE SHORE SEC 4,2043,16875,1977,33,355,,Pending,,,https://www.redfin.com/FL/Miami/12773-SW-114th-Ct-33176/home/43152366,MARMLS,A11144646,N,Y,25.6487919,-80.3798051
MLS Listing,,Condo/Co-op,9970 N Kendall Dr #9039,Miami,FL,33176,279000,2,1.0,PUERTA DEL SOL CONDO,930,,1968,34,300,340,Active,,,https://www.redfin.com/FL/Miami/9970-N-Kendall-Dr-33176/unit-903-9/home/43312773,MARMLS,A11149221,N,Y,25.6852959,-80.3570544
MLS Listing,,Condo/Co-op,10377 N Kendall Dr Unit K6,Miami,FL,33176,247000,2,1.0,KENDALL ACRES CONDO BLDG,891,,1971,34,277,,Contingent,,,https://www.redfin.com/FL/Miami/10377-N-Kendall-Dr-33176/unit-K6/home/43085906,MARMLS,A11148876,N,Y,25.6890162,-80.3613679
PAST SALE,,Townhouse,11962 SW 81st St,Miami,FL,33183,425000,3,2.5,MYSTIC FOREST,1800,,2002,34,236,186,Pending,,,https://www.redfin.com/FL/Miami/11962-SW-81st-St-33183/home/43269919,MARMLS,A11148901,N,Y,25.692432,-80.386943
PAST SALE,May-8-2019,Condo/Co-op,8650 SW 109th Ave Unit 3-209,Miami,FL,33173,235000,2,2.5,Courtyards AT Kendall Condo,1140,,1969,34,206,388,Pending,,,https://www.redfin.com/FL/Miami/8650-SW-109th-Ave-33173/unit-3-209/home/43355124,Beaches MLS,RX-10770963,N,Y,25.6881801,-80.3706932
MLS Listing,,Single Family Residential,9295 SW 114th St,Miami,FL,33176,1475000,4,3.0,HAWLEY HGTS,2879,39204,1960,35,512,,Active,,,https://www.redfin.com/FL/Miami/9295-SW-114th-St-33176/home/43155591,MARMLS,A11148173,N,Y,25.6642265,-80.3446567
